horizon,substep,coordinate,mask,beta,x,gap,delta_plastic_mm,original_x_tolerance_allows,frozen_plastic_gate_pass
1,46,0,15,0.0012848438919450848,0,1300.3331888635687,0,True,True
1,46,1,15,0.0020616428621014738,0,1.0969969428258219,0,True,True
1,46,2,15,0.00028605975644925379,0,670.69070004980927,0,True,True
1,46,3,15,0.030303030303030297,0,99.371905640273283,0,True,True
1,47,0,15,0.0012848438919450848,0,1300.4168565703076,0,True,True
1,47,1,15,0.0020616428621014738,0,0.98873542878914866,0,True,True
1,47,2,15,0.00028605975644925379,0,670.68050105749512,0,True,True
1,47,3,15,0.030303030303030297,0,98.700101123308201,0,True,True
1,48,0,15,0.0012848438919450848,0,1300.5001524262238,0,True,True
1,48,1,15,0.0020616428621014738,0,0.88081160647790657,0,True,True
1,48,2,15,0.00028605975644925379,0,670.67030929667169,0,True,True
1,48,3,15,0.030303030303030297,0,98.028329240778703,0,True,True
1,49,0,15,0.0012848438919450848,0,1300.5830767036109,0,True,True
1,49,1,15,0.0020616428621014738,0,0.77322524580438712,0,True,True
1,49,2,15,0.00028605975644925379,0,670.66012453958183,0,True,True
1,49,3,15,0.030303030303030297,0,97.356590218133505,0,True,True
1,50,0,15,0.0012848438919450848,0,1300.6656296749327,0,True,True
1,50,1,15,0.0020616428621014738,0,0.66597611647376276,0,True,True
1,50,2,15,0.00028605975644925379,0,670.64994656537431,0,True,True
1,50,3,15,0.030303030303030297,0,96.684884273914065,0,True,True
1,51,0,15,0.0012848438919450848,0,1300.7478116128107,0,True,True
1,51,1,15,0.0020616428621014738,0,0.55906398799394286,0,True,True
1,51,2,15,0.00028605975644925379,0,670.63977515989404,0,True,True
1,51,3,15,0.030303030303030297,0,96.01321161996384,0,True,True
1,52,0,15,0.0012848438919450848,0,1300.829622790031,0,True,True
1,52,1,15,0.0020616428621014738,0,0.45248862967261316,0,True,True
1,52,2,15,0.00028605975644925379,0,670.62961011547941,0,True,True
1,52,3,15,0.030303030303030297,0,95.341572461633064,0,True,True
